"flight_status","departure_airport","arrival_airport","flight_number","flight_date"
"scheduled","CGO","PVG","CX54","2021-10-03"
"scheduled","SIN","HKG","CX714","2021-10-03"
"scheduled","CGK","HKG","CX798","2021-10-03"
"scheduled","TYN","KHN","CZ3584","2021-10-03"
"scheduled","PVG","LAX","CZ447","2021-10-03"
"scheduled","CAN","ANC","CZ473","2021-10-03"
"scheduled","CAN","STN","CZ483","2021-10-03"
"scheduled","KWE","PKX","CZ8845","2021-10-03"
"scheduled","CTU","SJW","CZ9383","2021-10-03"
"scheduled","KMG","SJW","CZ9778","2021-10-03"
"scheduled","LAD","CPT","DT579","2021-10-03"
"scheduled","NQZ","CIT","DV702","2021-10-03"
"scheduled","IKA","DXB","EK2491","2021-10-03"
"scheduled","PEN","KUL","EK3313","2021-10-03"
"scheduled","CGK","DXB","EK359","2021-10-03"
"scheduled","CAN","CTU","EK7442","2021-10-03"
"scheduled","ADL","CNS","EK7492","2021-10-03"
"scheduled","TNA","HLD","EU1823","2021-10-03"
"scheduled","ZHY","SJW","EU2803","2021-10-03"
"scheduled","HYD","AUH","EY275","2021-10-03"
"scheduled","AUH","HKT","EY430","2021-10-03"
"scheduled","SEZ","AUH","EY621","2021-10-03"
"scheduled","ZRH","GVA","EY6218","2021-10-03"
"scheduled","MEL","HBA","EY6384","2021-10-03"
"scheduled","AHB","RUH","F328","2021-10-03"
"scheduled","AHB","DMM","F3438","2021-10-03"
"landed","JED","RUH","F34625","2021-10-03"
"scheduled","CHC","WLG","FJ5552","2021-10-03"
"scheduled","SIN","LHR","FJ5949","2021-10-03"
"scheduled","BUD","BGY","FR3165","2021-10-03"
"scheduled","EXT","AGP","FR3524","2021-10-03"
"scheduled","PMI","FRA","FR4150","2021-10-03"
"scheduled","BUD","TLV","FR6754","2021-10-03"
"scheduled","CTS","MYJ","FW34","2021-10-03"
"scheduled","PEN","KUL","FY4101","2021-10-03"
"scheduled","CCU","DXB","FZ460","2021-10-03"
"scheduled","CGK","DXB","FZ6359","2021-10-03"
"active","RDU","BNA","G44703","2021-10-03"
"scheduled","PEK","KWE","G56231","2021-10-03"
"active","XNN","GMQ","G56245","2021-10-03"
"scheduled","JHG","KMG","G58782","2021-10-03"
"active","ZYI","XNN","G59419","2021-10-03"
"active","BOM","SHJ","G81507","2021-10-03"
"landed","BOM","AMD","G8365","2021-10-03"
"scheduled","CGK","UPG","GA640","2021-10-03"
"scheduled","CGK","TTE","GA648","2021-10-03"
"scheduled","CGK","DJJ","GA656","2021-10-03"
"scheduled","SEZ","AUH","GA9115","2021-10-03"
"scheduled","PEN","KUL","GA9390","2021-10-03"
"scheduled","JED","MED","GA9637","2021-10-03"
"scheduled","AHB","RUH","GF5317","2021-10-03"
"scheduled","WUX","SZX","GI4033","2021-10-03"
"scheduled","MNL","CGO","GI4040","2021-10-03"
"scheduled","CGO","HFE","GI4113","2021-10-03"
"scheduled","CGO","ICN","GI4119","2021-10-03"
"scheduled","XNN","GOQ","GJ5011","2021-10-03"
"scheduled","PEK","XUZ","GJ8149","2021-10-03"
"scheduled","CAN","HAN","GJ8653","2021-10-03"
"scheduled","HRB","HGH","GJ8711","2021-10-03"
"scheduled","CAN","NGB","GJ8777","2021-10-03"
"active","ZYI","XNN","GJ8795","2021-10-03"
"scheduled","PEK","HGH","GJ8988","2021-10-03"
"scheduled","KWE","HAK","GS6455","2021-10-03"
"scheduled","SJW","LZO","GY7116","2021-10-03"
"scheduled","HND","CTS","HA5230","2021-10-03"
"scheduled","HND","KOJ","HA5328","2021-10-03"
"cancelled","HUZ","WNZ","HO5087","2021-10-03"
"scheduled","LHW","CGO","HO5618","2021-10-03"
"scheduled","LYI","PVG","HO5623","2021-10-03"
"scheduled","TSN","WUX","HT3805","2021-10-03"
"scheduled","TNA","ZHA","HU7044","2021-10-03"
"cancelled","HAK","KMG","HU7089","2021-10-03"
"scheduled","KWE","SYX","HU7364","2021-10-03"
"scheduled","AQG","HAK","HU7682","2021-10-03"
"scheduled","OUD","CMN","IB1807","2021-10-03"
"scheduled","TRU","LIM","IB7233","2021-10-03"
"scheduled","CGK","TIM","ID6186","2021-10-03"
"scheduled","CGK","SOQ","ID7797","2021-10-03"
"scheduled","THR","KIH","IV44","2021-10-03"
"active","BOM","DOH","IX243","2021-10-03"
"scheduled","JED","KRT","J46663","2021-10-03"
"scheduled","SJW","URC","JD5279","2021-10-03"
"cancelled","FSZ","FUK","JH141","2021-10-03"
"cancelled","HND","FUK","JL303","2021-10-03"
"scheduled","HND","CTS","JL501","2021-10-03"
"scheduled","NOU","NRT","JL5370","2021-10-03"
"cancelled","HND","MMB","JL565","2021-10-03"
"scheduled","CHC","WLG","JQ286","2021-10-03"
"scheduled","ADL","DRW","JQ692","2021-10-03"
"active","DRW","ADL","JQ694","2021-10-03"
"scheduled","ADL","CNS","JQ960","2021-10-03"
"active","XIY","ANC","KE279","2021-10-03"
"active","DXB","ICN","KE5952","2021-10-03"
"scheduled","SIN","ICN","KE646","2021-10-03"
"scheduled","SEZ","AUH","KE7984","2021-10-03"
"scheduled","AMS","TRN","KL1555","2021-10-03"
"scheduled","FLR","CDG","KL2125","2021-10-03"
"scheduled","ICN","CDG","KL2345","2021-10-03"
"scheduled","HYD","AUH","KL3879","2021-10-03"
"scheduled","SEZ","AUH","KL3943","2021-10-03"
"scheduled","KWE","XMN","KL4945","2021-10-03"
"scheduled","ICN","AMS","KL856","2021-10-03"
"scheduled","SJW","ZUH","KN2367","2021-10-03"
"scheduled","FLR","CDG","KQ3807","2021-10-03"
"scheduled","SEZ","AUH","KU6821","2021-10-03"
"scheduled","CAN","KWI","KU920","2021-10-03"
"scheduled","JHG","KMG","KY3078","2021-10-03"
"scheduled","KWE","ACX","KY5021","2021-10-03"
"scheduled","TNA","HRB","KY8245","2021-10-03"
"cancelled","HUZ","WNZ","KY9343","2021-10-03"
"scheduled","ZRH","CDG","LA8791","2021-10-03"
"scheduled","HKG","ICN","LD128","2021-10-03"
"scheduled","HKG","KIX","LD204","2021-10-03"
"scheduled","HKG","NRT","LD208","2021-10-03"
"scheduled","HKG","NGO","LD216","2021-10-03"
"scheduled","HKG","MNL","LD3357","2021-10-03"
"scheduled","HKG","MNL","LD457","2021-10-03"
"scheduled","HKG","SGN","LD561","2021-10-03"
"scheduled","HKG","TPE","LD680","2021-10-03"
"scheduled","HKG","PVG","LD782","2021-10-03"
"scheduled","BRU","MUC","LH2285","2021-10-03"
"scheduled","ZRH","HRG","LH4492","2021-10-03"
"scheduled","ZRH","BOD","LH4624","2021-10-03"
"scheduled","ZRH","FRA","LH5775","2021-10-03"
"scheduled","ZRH","DUS","LH5795","2021-10-03"
"scheduled","ZRH","BER","LH5839","2021-10-03"
"scheduled","ZRH","HAM","LH5847","2021-10-03"
"scheduled","ZRH","GVA","LH5860","2021-10-03"
"scheduled","BER","VIE","LH6358","2021-10-03"
"scheduled","ICN","FRA","LH8385","2021-10-03"
"scheduled","AKL","SIN","LH9753","2021-10-03"
"scheduled","ZRH","DUS","LX1018","2021-10-03"
"scheduled","ZRH","HAM","LX1056","2021-10-03"
"scheduled","ZRH","FRA","LX1072","2021-10-03"
"scheduled","ZRH","BEG","LX1412","2021-10-03"
"scheduled","ZRH","BEG","LX1416","2021-10-03"
"scheduled","ZRH","VIE","LX1578","2021-10-03"
"scheduled","ZRH","MXP","LX1628","2021-10-03"
"scheduled","ZRH","FLR","LX1674","2021-10-03"
"scheduled","ZRH","FCO","LX1736","2021-10-03"
"scheduled","ZRH","OTP","LX1884","2021-10-03"
"scheduled","ZRH","BCN","LX1954","2021-10-03"
"scheduled","ZRH","BUD","LX2254","2021-10-03"
"scheduled","ZRH","KBP","LX2290","2021-10-03"
"scheduled","ZRH","MRS","LX2576","2021-10-03"
"scheduled","ZRH","TLL","LX2588","2021-10-03"
"scheduled","PEK","ZRH","LX2797","2021-10-03"
"scheduled","ZRH","DUB","LX406","2021-10-03"
"scheduled","ZRH","BOD","LX552","2021-10-03"
"scheduled","ZRH","NCE","LX568","2021-10-03"
"scheduled","ZRH","CDG","LX638","2021-10-03"
"scheduled","ZRH","AMS","LX728","2021-10-03"
"scheduled","ZRH","HRG","LX8134","2021-10-03"
"scheduled","SIN","ZRH","LX9001","2021-10-03"
"scheduled","AKL","SIN","LX9003","2021-10-03"
"scheduled","ZRH","BER","LX966","2021-10-03"
"scheduled","ZRH","TLV","LY348","2021-10-03"
"scheduled","SEZ","AUH","LY9639","2021-10-03"
"scheduled","HGH","NNG","MF1532","2021-10-03"
"scheduled","CTU","PKX","MF1634","2021-10-03"
"active","KWE","PKX","MF1985","2021-10-03"
"scheduled","BSD","KMG","MF3350","2021-10-03"
"scheduled","CTU","SJW","MF5205","2021-10-03"
"active","ZYI","XNN","MF5407","2021-10-03"
"scheduled","KMG","SJW","MF7078","2021-10-03"
"scheduled","PEN","KUL","MH1133","2021-10-03"
"scheduled","BAH","DXB","MH4576","2021-10-03"
"scheduled","SEZ","AUH","MS8083","2021-10-03"
"active","KGL","EBB","MS835","2021-10-03"
"scheduled","LHW","CGO","MU2195","2021-10-03"
"diverted","XNN","PKX","MU2427","2021-10-03"
"scheduled","NKG","XIY","MU3694","2021-10-03"
"scheduled","CTU","SJW","MU4009","2021-10-03"
"scheduled","KWE","ACX","MU4126","2021-10-03"
"scheduled","HIA","WUH","MU5608","2021-10-03"
"scheduled","JHG","KMG","MU5904","2021-10-03"
"active","XNN","KMG","MU6701","2021-10-03"
"scheduled","SJW","ZUH","MU8701","2021-10-03"
"active","XNN","GMQ","MU9921","2021-10-03"
"scheduled","KGD","MSQ","N4379","2021-10-03"
"cancelled","ISG","OKA","NH1762","2021-10-03"
"cancelled","TTJ","HND","NH292","2021-10-03"
"cancelled","HSG","HND","NH452","2021-10-03"
"cancelled","HND","OKA","NH461","2021-10-03"
"scheduled","SIN","NGO","NH6268","2021-10-03"
"scheduled","SIN","JNB","NH6274","2021-10-03"
"cancelled","CTS","HND","NH70","2021-10-03"
"scheduled","YYZ","ORD","NH7383","2021-10-03"
"scheduled","HND","ISG","NH89","2021-10-03"
"cancelled","HND","KIX","NH93","2021-10-03"
"cancelled","HND","CTS","NH987","2021-10-03"
"cancelled","WUH","JJN","NS8156","2021-10-03"
"scheduled","WUH","MFM","NX2185","2021-10-03"
"scheduled","SIN","JNB","NZ3278","2021-10-03"
"scheduled","AKL","SIN","NZ3282","2021-10-03"
"scheduled","SIN","MAN","NZ3302","2021-10-03"
"scheduled","SIN","LHR","NZ3306","2021-10-03"
"scheduled","SIN","ZRH","NZ3346","2021-10-03"
"scheduled","HLZ","CHC","NZ5625","2021-10-03"
"scheduled","LEA","PER","NZ7398","2021-10-03"
"scheduled","ADL","DRW","NZ7500","2021-10-03"
"scheduled","CNS","BNE","NZ7711","2021-10-03"
"active","MKY","BNE","NZ7767","2021-10-03"
"scheduled","ADL","PER","NZ7883","2021-10-03"
"scheduled","NGB","CAN","O36849","2021-10-03"
"scheduled","NGB","SZX","O36862","2021-10-03"
"scheduled","WNZ","SZX","O36881","2021-10-03"
"scheduled","CKG","SZX","O36900","2021-10-03"
"scheduled","CGO","WUX","O36901","2021-10-03"
"scheduled","CKG","HGH","O36903","2021-10-03"
"scheduled","PEK","PVG","O36958","2021-10-03"
"scheduled","FOC","HGH","O36969","2021-10-03"
"scheduled","CSX","WUH","O37055","2021-10-03"
"scheduled","PKX","PVG","O37059","2021-10-03"
"scheduled","SIN","SZX","O37072","2021-10-03"
"scheduled","FOC","SZX","O37145","2021-10-03"
"scheduled","NNG","SGN","O37156","2021-10-03"
"scheduled","LYI","HGH","O37177","2021-10-03"
"scheduled","PVG","LYI","O37179","2021-10-03"
"scheduled","SIN","ICN","OM6231","2021-10-03"
"scheduled","ZRH","VIE","OS8804","2021-10-03"
"scheduled","ZRH","GVA","OU5200","2021-10-03"
"scheduled","SIN","ZRH","OU5815","2021-10-03"
"scheduled","ICN","SIN","OZ381","2021-10-03"
"scheduled","SIN","ICN","OZ6782","2021-10-03"
"scheduled","SIN","JNB","OZ6792","2021-10-03"
"scheduled","SEZ","AUH","OZ6976","2021-10-03"
"scheduled","CJU","GMP","OZ8962","2021-10-03"
"scheduled","ICN","PVG","OZ987","2021-10-03"
"scheduled","CGK","UPG","PG4354","2021-10-03"
"scheduled","TNA","PEK","PK854","2021-10-03"
"scheduled","TNA","PEK","PK855","2021-10-03"
"scheduled","ICN","HKG","PO277","2021-10-03"
"active","HKG","BAH","PO546","2021-10-03"
"scheduled","HKG","ANC","PO7640","2021-10-03"
"active","HKG","BAH","PO83","2021-10-03"
"scheduled","HKG","ANC","PO948","2021-10-03"
"scheduled","POM","PNP","PX852","2021-10-03"
"scheduled","LEA","PER","QF1601","2021-10-03"
"scheduled","ADL","HBA","QF1981","2021-10-03"
"scheduled","MKY","ROK","QF2357","2021-10-03"
"scheduled","CNS","HID","QF2488","2021-10-03"
"scheduled","HKG","MEL","QF30","2021-10-03"
"scheduled","CHC","WLG","QF4995","2021-10-03"
"scheduled","ADL","CNS","QF5960","2021-10-03"
"scheduled","DXB","LCA","QF8109","2021-10-03"
"scheduled","ADL","DRW","QF858","2021-10-03"
"scheduled","WLG","BHE","QF8604","2021-10-03"
"scheduled","ADL","PER","QF883","2021-10-03"
"scheduled","BKS","CGK","QG991","2021-10-03"
"scheduled","DAD","SGN","QH151","2021-10-03"
"scheduled","PXU","DAD","QH2346","2021-10-03"
"active","BEL","GRU","QR4830","2021-10-03"
"scheduled","PEN","KUL","QR5026","2021-10-03"
"scheduled","HND","CTS","QR6021","2021-10-03"
"cancelled","LHW","CGO","QW6069","2021-10-03"
"cancelled","CGK","DPS","QZ7510","2021-10-03"
"scheduled","CYX","YKS","R3402","2021-10-03"
"scheduled","TPE","HKG","RH4569","2021-10-03"
"scheduled","SEZ","AUH","S74610","2021-10-03"
"scheduled","LAD","CPT","SA7040","2021-10-03"
"active","DXB","JNB","SA7150","2021-10-03"
"active","DXB","CPT","SA7155","2021-10-03"
"scheduled","NOU","NRT","SB800","2021-10-03"
"scheduled","KWE","ACX","SC3637","2021-10-03"
"scheduled","XNN","GOQ","SC6011","2021-10-03"
"scheduled","TNA","WXN","SC8039","2021-10-03"
"scheduled","TNA","HNY","SC8821","2021-10-03"
"cancelled","DEL","BOM","SG7401","2021-10-03"
"cancelled","BOM","DEL","SG7402","2021-10-03"
"cancelled","BOM","BLR","SG7441","2021-10-03"
"active","BOM","BLR","SG7445","2021-10-03"
"cancelled","PNQ","DEL","SG7466","2021-10-03"
"landed","BOM","DEL","SG7615","2021-10-03"
"cancelled","BOM","HYD","SG7662","2021-10-03"
"scheduled","CGK","PNK","SJ184","2021-10-03"
"scheduled","CGK","UPG","SJ590","2021-10-03"
"scheduled","CGK","UPG","SJ598","2021-10-03"
"scheduled","CGK","MDC","SJ602","2021-10-03"
"scheduled","SIN","LHR","SK8036","2021-10-03"
"scheduled","GRZ","MUC","SK8531","2021-10-03"
"scheduled","YNB","CAI","SM2442","2021-10-03"
"scheduled","SIN","JFK","SQ24","2021-10-03"
"scheduled","SIN","BNE","SQ255","2021-10-03"
"scheduled","AKL","SIN","SQ282","2021-10-03"
"scheduled","ZRH","BEG","SQ2906","2021-10-03"
"scheduled","ZRH","BER","SQ2932","2021-10-03"
"scheduled","ZRH","DUS","SQ2948","2021-10-03"
"scheduled","ZRH","HAM","SQ2956","2021-10-03"
"scheduled","ZRH","NCE","SQ2968","2021-10-03"
"scheduled","ZRH","VIE","SQ2978","2021-10-03"
"scheduled","SIN","LHR","SQ306","2021-10-03"
"scheduled","SIN","ZRH","SQ346","2021-10-03"
"scheduled","SIN","JNB","SQ478","2021-10-03"
"scheduled","SIN","MAN","SQ52","2021-10-03"
"scheduled","SIN","ICN","SQ608","2021-10-03"
"scheduled","SIN","NGO","SQ672","2021-10-03"
"scheduled","JED","MED","SV1426","2021-10-03"
"scheduled","AQI","RUH","SV1480","2021-10-03"
"scheduled","AHB","RUH","SV1674","2021-10-03"
"scheduled","SEZ","AUH","SV6025","2021-10-03"
"landed","ENI","MNL","T6127","2021-10-03"
"scheduled","HYD","ISL","TK6579","2021-10-03"
"scheduled","SIN","BNE","TK9330","2021-10-03"
"scheduled","YUL","YQB","TP8043","2021-10-03"
"scheduled","SIN","LHR","TP8400","2021-10-03"
"scheduled","SIN","MAN","TP8434","2021-10-03"
"active","AJA","BOD","U21796","2021-10-03"
"scheduled","IKT","VVO","U6365","2021-10-03"
"scheduled","LED","NMA","U68331","2021-10-03"
"scheduled","YYZ","EWR","UA4401","2021-10-03"
"scheduled","PAH","ORD","UA5121","2021-10-03"
"scheduled","ZAG","MUC","UA7273","2021-10-03"
"landed","BOM","HYD","UA7783","2021-10-03"
"scheduled","YYZ","RDU","UA8284","2021-10-03"
"scheduled","ICN","SFO","UA858","2021-10-03"
"scheduled","GRZ","MUC","UA9431","2021-10-03"
"landed","GRZ","FRA","UA9541","2021-10-03"
"scheduled","ZRH","BCN","UA9766","2021-10-03"
"scheduled","ZRH","BUD","UA9778","2021-10-03"
"scheduled","ZRH","FLR","UA9779","2021-10-03"
"scheduled","ZRH","OTP","UA9782","2021-10-03"
"scheduled","ZRH","VIE","UA9786","2021-10-03"
"scheduled","ZRH","FCO","UA9798","2021-10-03"
"scheduled","BRU","LHR","UA9986","2021-10-03"
"scheduled","TUN","DJE","UG2","2021-10-03"
"scheduled","SIN","BNE","UK8255","2021-10-03"
"scheduled","SIN","NGO","UK8672","2021-10-03"
"landed","BOM","HYD","UK873","2021-10-03"
"scheduled","PEN","KUL","UL2133","2021-10-03"
"scheduled","HIS","HTI","VA5010","2021-10-03"
"scheduled","HIS","HTI","VA5018","2021-10-03"
"scheduled","UIH","SGN","VN1395","2021-10-03"
"scheduled","SIN","MAN","VS7967","2021-10-03"
"scheduled","SIN","LHR","VS7975","2021-10-03"
"active","LTN","SCV","W63606","2021-10-03"
"scheduled","LCA","KRK","W65052","2021-10-03"
"scheduled","KUT","VNO","W68046","2021-10-03"
"scheduled","SVG","BGO","WF532","2021-10-03"
"scheduled","YYZ","CUN","WG271","2021-10-03"
"scheduled","ZRH","HRG","WK134","2021-10-03"
"scheduled","LHR","AMS","WS5232","2021-10-03"
"scheduled","PEN","KUL","WY5280","2021-10-03"
"scheduled","SEZ","AUH","WY5621","2021-10-03"
"scheduled","HYD","AUH","XY3275","2021-10-03"
"scheduled","SEZ","AUH","XY3621","2021-10-03"
"scheduled","PVG","TSN","Y87405","2021-10-03"
"scheduled","CRK","SZX","Y87422","2021-10-03"
"scheduled","TPE","CAN","Y87912","2021-10-03"
"scheduled","PVG","HKG","Y87917","2021-10-03"
"scheduled","PVG","CTU","Y87937","2021-10-03"
"scheduled","PVG","TSN","Y87941","2021-10-03"
"scheduled","PVG","TSN","Y87975","2021-10-03"
"scheduled","YIW","MNL","YG9049","2021-10-03"
"scheduled","YNZ","KIX","YG9071","2021-10-03"
"scheduled","MNL","HGH","YG9080","2021-10-03"
"landed","MPH","MNL","Z2222","2021-10-03"
"cancelled","PEK","XIC","ZH1497","2021-10-03"
"scheduled","XNN","GOQ","ZH2019","2021-10-03"
"scheduled","ZUH","CKG","ZH2628","2021-10-03"
"scheduled","JHG","KMG","ZH5378","2021-10-03"
"cancelled","HUZ","WNZ","ZH8913","2021-10-03"
"scheduled","SZX","WNZ","ZH8983","2021-10-03"
"cancelled","JJN","CSX","3U2141","2021-12-14"
"cancelled","NNG","HGH","3U2226","2021-12-14"
"landed","DLC","PVG","3U5166","2021-12-14"
"scheduled","CTU","WUX","3U8981","2021-12-14"
"scheduled","BOM","SHJ","6E1413","2021-12-14"
"scheduled","BOM","DEL","6E154","2021-12-14"
"scheduled","LKO","PAT","6E6277","2021-12-14"
"scheduled","TOF","SVX","7R824","2021-12-14"
"active","KMG","WUH","8L9583","2021-12-14"
"active","KMG","WUH","8L9893","2021-12-14"
"scheduled","YTY","CKG","9C6195","2021-12-14"
"cancelled","YTY","HRB","9C8943","2021-12-14"
"scheduled","DEL","AMD","9I887","2021-12-14"
"scheduled","KMG","YNT","A67131","2021-12-14"
"scheduled","SSA","CGH","AD4903","2021-12-14"
"cancelled","NOU","NRT","AF4020","2021-12-14"
"scheduled","IKT","SVO","AF4850","2021-12-14"
"landed","RDZ","ORY","AF5340","2021-12-14"
"landed","LYS","CDG","AF7651","2021-12-14"
"scheduled","DEL","AMD","AI9887","2021-12-14"
"landed","HND","TKS","AM7782","2021-12-14"
"landed","HND","CTS","AY5171","2021-12-14"
"landed","HND","KIX","AY5209","2021-12-14"
"scheduled","JED","GIZ","AZ5130","2021-12-14"
"scheduled","RUH","HAS","AZ5272","2021-12-14"
"scheduled","PGU","THR","B9993","2021-12-14"
"scheduled","HAN","DOH","BA4491","2021-12-14"
"scheduled","NGO","OKA","BC549","2021-12-14"
"scheduled","BWN","SIN","BI421","2021-12-14"
"landed","AKL","WLG","BR3219","2021-12-14"
"scheduled","TPE","TAE","BX792","2021-12-14"
"scheduled","BOM","DEL","BZ102","2021-12-14"
"scheduled","KHN","ANC","CA1013","2021-12-14"
"scheduled","PVG","LAX","CA1067","2021-12-14"
"scheduled","KHN","LGG","CA1069","2021-12-14"
"scheduled","PVG","BKK","CA1093","2021-12-14"
"cancelled","KMG","LXA","CA3926","2021-12-14"
"cancelled","XMN","HSN","CA4967","2021-12-14"
"scheduled","TNA","XMN","CA4982","2021-12-14"
"cancelled","KMG","WMT","CA5707","2021-12-14"
"scheduled","PVG","FRA","CA627","2021-12-14"
"cancelled","KIX","NKG","CF236","2021-12-14"
"scheduled","TAO","NKG","CF9045","2021-12-14"
"scheduled","WHK","AKL","CV821","2021-12-14"
"scheduled","MMB","HND","CX6413","2021-12-14"
"landed","CAN","KMG","CZ3415","2021-12-14"
"unknown","CGO","JJN","CZ3839","2021-12-14"
"scheduled","KMG","PKX","CZ3902","2021-12-14"
"scheduled","SZX","ANC","CZ411","2021-12-14"
"cancelled","JJN","CSX","CZ4141","2021-12-14"
"scheduled","PVG","ANC","CZ435","2021-12-14"
"scheduled","PVG","LAX","CZ443","2021-12-14"
"active","KMG","XUZ","CZ4732","2021-12-14"
"cancelled","CGO","HTN","CZ6694","2021-12-14"
"unknown","XMN","KMG","CZ9334","2021-12-14"
"scheduled","HGH","NNG","CZ9377","2021-12-14"
"landed","TOF","SVO","DP6510","2021-12-14"
"scheduled","SZX","HAK","DZ6259","2021-12-14"
"scheduled","SYD","MEL","EK5423","2021-12-14"
"scheduled","KHI","DXB","EK607","2021-12-14"
"scheduled","DME","AER","EK7889","2021-12-14"
"landed","TOF","DME","EK7962","2021-12-14"
"active","WEH","YIH","EU2000","2021-12-14"
"cancelled","KMG","LXA","EU7250","2021-12-14"
"landed","BER","STR","EW3001","2021-12-14"
"scheduled","PVG","AKL","EY1004","2021-12-14"
"scheduled","SVQ","LIS","EY1529","2021-12-14"
"scheduled","BOM","AUH","EY205","2021-12-14"
"scheduled","CHC","DUD","EY4491","2021-12-14"
"scheduled","CHC","WLG","EY4551","2021-12-14"
"scheduled","CHC","WLG","EY4556","2021-12-14"
"scheduled","CHC","WLG","EY4592","2021-12-14"
"scheduled","CBR","OOL","EY6339","2021-12-14"
"scheduled","BNE","HTI","EY6383","2021-12-14"
"scheduled","BNE","ISA","EY6429","2021-12-14"
"scheduled","PER","PHE","EY6777","2021-12-14"
"scheduled","CGK","UPG","EY7125","2021-12-14"
"scheduled","RUH","JED","F34614","2021-12-14"
"scheduled","NQZ","BUD","F58844","2021-12-14"
"scheduled","HKT","DMK","FD3006","2021-12-14"
"scheduled","CHC","WLG","FJ5552","2021-12-14"
"scheduled","KMG","SHA","FM9452","2021-12-14"
"scheduled","KIX","MEM","FX5260","2021-12-14"
"scheduled","KIX","IND","FX9012","2021-12-14"
"scheduled","SZB","KBR","FY1144","2021-12-14"
"scheduled","SZB","TGG","FY1256","2021-12-14"
"scheduled","SZB","PEN","FY1426","2021-12-14"
"scheduled","SZB","AOR","FY1668","2021-12-14"
"scheduled","SZB","XSP","FY3124","2021-12-14"
"scheduled","HGH","KWL","G58322","2021-12-14"
"cancelled","KMG","WMT","G58795","2021-12-14"
"active","KMG","XUZ","G59323","2021-12-14"
"scheduled","CGK","UPG","GA604","2021-12-14"
"landed","HND","CTS","GA9166","2021-12-14"
"scheduled","KIX","CGO","GI4208","2021-12-14"
"scheduled","HAN","YNT","GI4224","2021-12-14"
"cancelled","KMG","LXA","GJ5116","2021-12-14"
"cancelled","NNG","HGH","GJ5404","2021-12-14"
"scheduled","XMN","HSN","GJ5453","2021-12-14"
"active","KMG","XUZ","GJ8149","2021-12-14"
"scheduled","KIX","LYI","GJ8160","2021-12-14"
"scheduled","TAO","NGO","GJ8505","2021-12-14"
"scheduled","PKX","WUX","GJ8705","2021-12-14"
"scheduled","DLC","TSN","GJ8941","2021-12-14"
"scheduled","KMG","XIY","GS7858","2021-12-14"
"scheduled","BNE","MEL","HA4022","2021-12-14"
"landed","HND","KIX","HA5087","2021-12-14"
"landed","HND","FUK","HA5138","2021-12-14"
"scheduled","MMB","HND","HA5275","2021-12-14"
"scheduled","MMB","HND","HD76","2021-12-14"
"scheduled","KUL","SZX","I99808","2021-12-14"
"scheduled","MNL","SZX","I99816","2021-12-14"
"scheduled","SZX","WUH","I99897","2021-12-14"
"scheduled","HAN","DOH","IB2349","2021-12-14"
"scheduled","DOH","SYZ","IB2463","2021-12-14"
"scheduled","BPN","CGK","IU601","2021-12-14"
"active","KMG","HGH","JD5128","2021-12-14"
"landed","HND","TKS","JL459","2021-12-14"
"cancelled","NOU","NRT","JL5370","2021-12-14"
"scheduled","MMB","HND","JL562","2021-12-14"
"scheduled","CHC","WLG","JQ286","2021-12-14"
"scheduled","CGK","PGK","JT616","2021-12-14"
"cancelled","UPG","CGK","JT773","2021-12-14"
"scheduled","UPG","SUB","JT801","2021-12-14"
"scheduled","URA","ALA","KC7168","2021-12-14"
"scheduled","ICN","ALA","KC910","2021-12-14"
"scheduled","CJU","GMP","KE1202","2021-12-14"
"scheduled","ICN","VIE","KE541","2021-12-14"
"active","TOF","NUX","KI35","2021-12-14"
"scheduled","IKT","SVO","KL3238","2021-12-14"
"scheduled","RUH","AHB","KL3795","2021-12-14"
"scheduled","RUH","HAS","KL3801","2021-12-14"
"landed","CAN","KMG","KL4657","2021-12-14"
"active","CTU","KMG","KL8774","2021-12-14"
"cancelled","KMG","WMT","KY8207","2021-12-14"
"scheduled","HAN","DOH","LA5276","2021-12-14"
"scheduled","DOH","SYZ","LA7422","2021-12-14"
"scheduled","AAL","CPH","LH6017","2021-12-14"
"scheduled","ICN","PEK","LH8432","2021-12-14"
"scheduled","ICN","PEK","LH8438","2021-12-14"
"scheduled","AKL","SIN","LH9753","2021-12-14"
"scheduled","MEL","SIN","LH9777","2021-12-14"
"scheduled","AKL","SIN","LX9003","2021-12-14"
"landed","TOF","DME","LY8994","2021-12-14"
"landed","CAN","KMG","MF1390","2021-12-14"
"active","KMG","PKX","MF3223","2021-12-14"
"cancelled","LNJ","KMG","MF3349","2021-12-14"
"active","KMG","XUZ","MF3732","2021-12-14"
"cancelled","CGO","HTN","MF4026","2021-12-14"
"active","SZX","NNG","MF4171","2021-12-14"
"unknown","XMN","KMG","MF5233","2021-12-14"
"scheduled","HGH","NNG","MF5258","2021-12-14"
"cancelled","JJN","CSX","MF8137","2021-12-14"
"scheduled","XMN","TSN","MF8275","2021-12-14"
"cancelled","NNG","HGH","MF8352","2021-12-14"
"scheduled","SZB","KBR","MH5300","2021-12-14"
"scheduled","SZB","AOR","MH5350","2021-12-14"
"scheduled","SZB","PEN","MH5376","2021-12-14"
"scheduled","SZB","TGG","MH5410","2021-12-14"
"scheduled","SZB","XSP","MH5481","2021-12-14"
