
Pr,Deposit_ID                      ,Deposit_DT         ,Database_ID,Snapshot_ID,Snapshot_Begin_DT  ,Snapshot_End_DT    ,Snapshot_Sec,  vCPU_Num,  vCPU_Sec,vCPU_DB_FRGD_Sec,vCPU_DB_FRGD_Pct,vCPU_DB_FRGD_Num,vCPU_DB_BKGD_Sec,vCPU_DB_BKGD_Pct,vCPU_DB_BKGD_Num,vCPU_DB_Sec,vCPU_DB_Pct,vCPU_DB_Num,vCPU_OS_Sec,vCPU_OS_Pct,vCPU_OS_Num,Mem_SGA_Shared_Pool_GB,Mem_SGA_Large_Pool_GB,Mem_SGA_Java_Pool_GB,Mem_SGA_Buffer_Cache_GB,Mem_SGA_Log_Buffer_GB,Mem_SGA_GB,Mem_PGA_GB,    Mem_GB,MBPS_App_Reads,MBPS_Sys_Reads,MBPS_Tot_Reads,MBPS_App_Writes,MBPS_Sys_Writes,MBPS_Tot_Writes,MBPS_Tot_App,MBPS_Tot_Sys,  MBPS_Tot, MBPS_INTC,IOPS_App_Reads,IOPS_Sys_Reads,IOPS_Tot_Reads,IOPS_App_Writes,IOPS_Sys_Writes,IOPS_Tot_Writes,IOPS_Tot_App,IOPS_Tot_Sys,  IOPS_Tot,      MBPS                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        971,2022-10-10 04:00:38,2022-10-10 05:00:54,        3616,         2,      7232,           .0402,      5.5586E-06,      .000011117,       26.981964,      .003730913,      .007461826,  27.022164, .003736472, .007472944,      43.88, .006067478, .012134956,            .806911252,               .03125,             .015625,                 .71875,           .007591248, 1.5801275,.244488716,1.82461622,    .000133953,    .034737106,    .034871059,     .002903761,     .014284117,     .017187878,  .003037714,  .049021223,.052058937,.052058937,    .017146018,    2.22428097,    2.24142699,     .201327434,     1.87057522,     2.07190265,  .218473451,  4.09485619,4.31332965,.001232409                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        970,2022-10-10 03:00:23,2022-10-10 04:00:38,        3615,         2,      7230,         .067311,       .00000931,       .00001862,       39.605725,       .00547797,      .010955941,  39.673036,  .00548728,  .01097456,      57.62, .007969571, .015939142,            .805397697,               .03125,             .015625,                 .71875,           .007591248,1.57861394,.238025665,1.81663961,    .001396093,    .034651625,    .036047718,     .002893759,      .01411896,     .017012718,  .004289851,  .048770585,.053060436,.053060436,    .169017981,    2.21881051,    2.38782849,     .197786999,     1.88105118,     2.07883817,  .366804979,  4.09986169,4.46666667,.001184741                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        969,2022-10-10 02:00:08,2022-10-10 03:00:23,        3615,         2,      7230,         .511539,      .000070752,      .000141505,       26.367297,      .003646929,      .007293858,  26.878836, .003717681, .007435363,      42.01, .005810512, .011621024,            .805175431,               .03125,             .015625,                 .71875,           .007591248,1.57839168,.238609314,1.81700099,    .001156207,    .034513313,    .035669519,     .003367047,     .014449748,     .017816795,  .004523254,  .048963061,.053486315,.053486315,    .141355463,    2.20995851,    2.35131397,     .212171508,     1.87136929,      2.0835408,  .353526971,   4.0813278,4.43485477,.001551801                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        968,2022-10-10 01:00:53,2022-10-10 02:00:08,        3555,         2,      7110,       15.991664,      .002249179,      .004498358,       28.171862,      .003962287,      .007924574,  44.163526, .006211466, .012422933,      64.29, .009042194, .018084388,            .802469566,               .03125,             .015625,                 .71875,           .007591248,1.57568581,.232756615,1.80844243,    .011108914,    .037429677,     .04853859,     .013379044,     .020667002,     .034046045,  .024487957,  .058096678,.082584635,.082584635,    .766244726,    2.39662447,     3.1628692,     .848663854,     2.40984529,     3.25850914,  1.61490858,  4.80646976,6.42137834,.006746908                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        967,2022-10-10 00:00:37,2022-10-10 01:00:53,        3616,         2,      7232,       23.391565,      .003234453,      .006468906,       29.513833,      .004081006,      .008162011,  52.905398, .007315459, .014630918,       70.9,  .00980365, .019607301,            .818848938,               .03125,             .015625,                 .71875,           .007591248,1.59206519, .24418354,1.83624873,     .00334235,    .035311809,    .038654159,     .012842229,     .019967273,     .032809502,  .016184579,  .055279082,.071463661,.071463661,     .33324115,    2.26106195,     2.5943031,     .830475664,     2.43003319,     3.26050885,  1.16371681,  4.69109513,5.85481195,.006123936                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        966,2022-10-09 23:00:22,2022-10-10 00:00:37,        3615,         2,      7230,       32.291588,      .004466333,      .008932666,       42.796951,      .005919357,      .011838714,  75.088539,  .01038569,  .02077138,      96.41, .013334716, .026669433,            .808476992,               .03125,             .015625,                 .71875,           .007591248,1.58169324,.237530708,1.81922395,    .035127075,    .035650069,    .070777144,     .041405169,     .048290408,     .089695577,  .076532244,  .083940477,.160472721,.160472721,    1.90843707,    2.28271093,    4.19114799,     1.82517289,       2.993361,     4.81853389,  3.73360996,  5.27607192,9.00968188,.033000032                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        965,2022-10-09 22:00:07,2022-10-09 23:00:22,        3615,         2,      7230,       18.915707,       .00261628,      .005232561,       25.990807,      .003594856,      .007189711,  44.906514, .006211136, .012422272,      65.33, .009035961, .018071923,            .810277686,               .03125,             .015625,                 .71875,           .007591248,1.58349393, .23423481,1.81772874,    .003293568,     .03534751,    .038641079,     .012476228,     .019743717,     .032219944,  .015769796,  .055091227,.070861023,.070861023,    .322544952,    2.26334716,    2.58589212,      .83153527,     2.36514523,      3.1966805,  1.15408022,  4.62849239,5.78257261,.005990864                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        964,2022-10-09 21:00:52,2022-10-09 22:00:07,        3555,         2,      7110,       17.513652,      .002463242,      .004926484,         9.62588,      .001353851,      .002707702,  27.139532, .003817093, .007634186,      45.24, .006362869, .012725738,            .808698401,               .03125,             .015625,                 .71875,           .007591248,1.58191465, .23015213,1.81206678,     .00377769,     .03518372,     .03896141,     .013719673,     .018526668,     .032246341,  .017497363,  .053710388,.071207751,.071207751,    .318987342,    2.25288326,     2.5718706,     .815189873,     2.30632911,     3.12151899,  1.13417722,  4.55921238,5.69338959,.004926235                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        963,2022-10-09 20:00:36,2022-10-09 21:00:52,        3616,         2,      7232,       17.563092,      .002428525,       .00485705,       28.217077,      .003901698,      .007803395,  45.780169, .006330222, .012660445,      64.87, .008969856, .017939712,            .819423482,               .03125,             .015625,                 .71875,           .007591248,1.59263973,.246136665,1.83877639,    .003484945,     .03523835,    .038723296,     .011993138,     .019598227,     .031591365,  .015478084,  .054836577,.070314661,.070314661,    .336836283,    2.25636062,     2.5931969,     .805309735,     2.29839602,     3.10370575,  1.14214602,  4.55475664,5.69690265,.005985533                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        962,2022-10-09 19:00:21,2022-10-09 20:00:36,        3615,         2,      7230,       27.480781,      .003800938,      .007601876,       39.900102,      .005518686,      .011037373,  67.380883, .009319624, .018639248,      88.08, .012182573, .024365145,            .809638046,               .03125,             .015625,                 .71875,           .007591248,1.58285429,.236743927,1.81959822,    .031394796,    .035446923,    .066841719,     .019413468,     .022868446,     .042281915,  .050808264,  .058315369,.109123633,.109123633,     1.8735823,    2.26970954,    4.14329184,     1.00525588,     2.49017981,     3.49543568,  2.87883817,  4.75988935,7.63872752,.008681314                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        961,2022-10-09 18:00:06,2022-10-09 19:00:21,        3615,         2,      7230,       23.219232,      .003211512,      .006423024,       25.568238,      .003536409,      .007072818,   48.78747, .006747921, .013495842,      68.73, .009506224, .019012448,            .812893018,               .03125,             .015625,                 .71875,           .007591248,1.58610927,.235150337, 1.8212596,    .025088607,    .035602524,    .060691131,     .017675916,     .027146547,     .044822463,  .042764523,  .062749071,.105513594,.105513594,    1.72337483,    2.27994467,     4.0033195,     1.04343015,     2.40276625,      3.4461964,  2.76680498,  4.68271093,7.44951591,.010212442                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        960,2022-10-09 17:00:51,2022-10-09 18:00:06,        3555,         2,      7110,       20.626596,      .002901068,      .005802137,       11.270427,      .001585151,      .003170303,  31.897023,  .00448622,  .00897244,      49.29, .006932489, .013864979,            .814522371,               .03125,             .015625,                 .71875,           .007591248,1.58773862,.230991364,1.81872998,    .004386428,    .035333158,    .039719585,     .012825246,     .023466481,     .036291727,  .017211674,  .058799638,.076011312,.076011312,    .392123769,    2.26272855,    2.65485232,     .864978903,      2.3954993,      3.2604782,  1.25710267,  4.65822785,5.91533052,.006921249                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        959,2022-10-09 16:00:36,2022-10-09 17:00:51,        3615,         2,      7230,       22.775026,      .003150073,      .006300146,       28.067686,      .003882114,      .007764228,  50.842712, .007032187, .014064374,      69.57, .009622407, .019244813,            .812130459,               .03125,             .015625,                 .71875,           .007591248,1.58534671,.240528107,1.82587481,    .003771179,    .159238849,    .163010028,     .012415716,     .143289543,     .155705259,  .016186895,  .302528392,.318715287,.318715287,     .35242047,    2.39612725,    2.74854772,     .835684647,     2.44011065,      3.2757953,  1.18810512,   4.8362379,6.02434302,.005927979                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        958,2022-10-09 15:00:20,2022-10-09 16:00:36,        3616,         2,      7232,       18.255253,      .002524233,      .005048466,       38.824793,      .005368472,      .010736945,  57.080046, .007892705, .015785411,      78.31, .010828263, .021656527,            .806208886,               .03125,             .015625,                 .71875,           .007591248,1.57942513,.240209579,1.81963471,    .004154712,     .03519514,    .039349851,     .014348123,     .020347663,     .034695786,  .018502835,  .055542802,.074045637,.074045637,    .410951327,    2.25359513,    2.66454646,         .90625,     2.34347345,     3.24972345,  1.31720133,  4.59706858,5.91426991,.006733337                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        957,2022-10-09 14:00:05,2022-10-09 15:00:20,        3615,         2,      7230,       19.826463,      .002742249,      .005484499,       26.489573,      .003663841,      .007327683,  46.316036, .006406091, .012812181,      64.59,  .00893361,  .01786722,            .814521328,               .03125,             .015625,                 .71875,           .007591248,1.58773758,.232708931,1.82044651,    .003462137,    .035364799,    .038826936,     .015136584,      .02282698,     .037963563,  .018598721,  .058191779,  .0767905,  .0767905,    .340525588,    2.26445367,    2.60497925,      .99944675,     2.37040111,     3.36984786,  1.33997234,  4.63485477,5.97482711,.008805443                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        956,2022-10-09 13:00:50,2022-10-09 14:00:05,        3555,         2,      7110,       18.475164,      .002598476,      .005196952,       10.397862,      .001462428,      .002924856,  28.873026, .004060904, .008121808,      46.97, .006606188, .013212377,            .814249367,               .03125,             .015625,                 .71875,           .007591248,1.58746561,.227954865,1.81542048,    .004069972,     .03558808,    .039658052,     .013385636,     .023607952,     .036993588,  .017455608,  .059196032,.076651641,.076651641,    .376090014,     2.2790436,    2.65513361,     .944866385,     2.40337553,     3.34824191,   1.3209564,  4.68241913,6.00337553,.006809701                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        955,2022-10-09 12:00:35,2022-10-09 13:00:50,        3615,         2,      7230,        31.70488,      .004385184,      .008770368,       26.169124,      .003619519,      .007239038,  57.874004, .008004703, .016009406,      77.86, .010769018, .021538036,            .811092131,               .03125,             .015625,                 .71875,           .007591248,1.58430838,.241931915,1.82624029,    .027236774,    .035295643,    .062532417,      .01398686,     .019918903,     .033905764,  .041223634,  .055214547,.096438181,.096438181,    .740525588,    2.26002766,    3.00055325,     1.00912863,     2.34107884,     3.35020747,  1.74965422,   4.6011065,6.35076072,.006101075                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        954,2022-10-09 11:00:20,2022-10-09 12:00:35,        3615,         2,      7230,       25.427036,      .003516879,      .007033758,       40.531368,      .005605998,      .011211997,  65.958404, .009122877, .018245755,      84.17,  .01164177, .023283541,            .810288616,               .03125,             .015625,                 .71875,           .007591248,1.58350486,.239605904,1.82311077,    .003455654,    .035433956,    .038889609,     .015542877,     .023483019,     .039025896,   .01899853,  .058916975,.077915505,.077915505,    .332226833,    2.26887967,     2.6011065,     .969017981,     2.40829876,     3.37731674,  1.30124481,  4.67717842,5.97842324,.009445269                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        953,2022-10-09 10:00:04,2022-10-09 11:00:20,        3616,         2,      7232,       17.694758,      .002446731,      .004893462,       25.778459,      .003564499,      .007128999,  43.473217,  .00601123,  .01202246,      57.93, .008010232, .016020465,            .810862638,               .03125,             .015625,                 .71875,           .007591248,1.58407889,.235448837,1.81952772,    .003634022,    .035173534,    .038807557,     .012189747,     .019382173,      .03157192,  .015823769,  .054555707,.070379477,.070379477,    .359513274,    2.25221239,    2.61172566,     .832964602,     2.31084071,     3.14380531,  1.19247788,   4.5630531,5.75553097,.005881754                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        952,2022-10-09 09:00:49,2022-10-09 10:00:04,        3555,         2,      7110,       19.341357,      .002720303,      .005440607,       10.680044,      .001502116,      .003004232,  30.021401, .004222419, .008444839,      39.95, .005618847, .011237693,            .802145928,               .03125,             .015625,                 .71875,           .007591248,1.57536218,.228205681,1.80356786,     .00932006,    .035141691,    .044461751,      .01330872,     .020384884,     .033693604,   .02262878,  .055526575,.078155354,.078155354,    .856540084,    2.25175809,    3.10829817,     .805344585,       2.395218,     3.20056259,  1.66188467,  4.64697609,6.30886076,.006760379                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        951,2022-10-09 08:00:34,2022-10-09 09:00:49,        3615,         2,      7230,       20.105703,      .002780872,      .005561744,       26.356714,      .003645465,      .007290931,  46.462417, .006426337, .012852674,      59.06, .008168741, .016337483,            .753993578,               .03125,             .015625,                .765625,           .007591248,1.57408483,.244976997,1.81906182,    .003807918,    .035446923,    .039254841,     .014068983,     .023215579,     .037284562,  .017876902,  .058662501,.076539403,.076539403,    .360719225,    2.26998617,    2.63070539,     .880497925,     2.38118949,     3.26168741,  1.24121715,  4.65117566,5.89239281,.006867889                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        950,2022-10-09 07:00:19,2022-10-09 08:00:34,        3615,         2,      7230,       23.528903,      .003254343,      .006508687,        41.72373,      .005770917,      .011541834,  65.252633,  .00902526, .018050521,      76.51, .010582296, .021164592,            .760449931,               .03125,             .015625,                .765625,           .007591248,1.58054118,.240514755,1.82105593,    .003137967,    .035408022,    .038545989,     .016420297,     .024920984,     .041341281,  .019558264,  .060329006, .07988727, .07988727,    .302351314,    2.26749654,    2.56984786,     .967081604,     2.43153527,     3.39861687,  1.26943292,  4.69903181,5.96846473,.008176319                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        949,2022-10-09 06:00:03,2022-10-09 07:00:19,        3616,         2,      7232,        22.69496,      .003138131,      .006276261,       27.165281,      .003756261,      .007512522,  49.860241, .006894392, .013788783,      61.04, .008440265, .016880531,            .769043937,               .03125,             .015625,                .765625,           .007591248,1.58913518,.233868599,1.82300378,    .044924036,    .035043902,    .079967938,     .011221827,     .021775102,     .032996929,  .056145862,  .056819004,.112964866,.112964866,    1.66509956,    2.24391593,    3.90901549,      .54369469,     2.16344027,     2.70713496,  2.20879425,  4.40735619,6.61615044,.008355058                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        948,2022-10-09 05:00:48,2022-10-09 06:00:03,        3555,         2,      7110,        1.305129,      .000183562,      .000367125,       10.247515,      .001441282,      .002882564,  11.552644, .001624844, .003249689,      20.47, .002879044, .005758087,             .77814848,               .03125,             .015625,                .765625,           .007591248,1.59823973,.263884544,1.86212427,    .000986726,    .035021097,    .036007823,     .003808456,     .014310692,     .018119149,  .004795183,   .04933179,.054126972,.054126972,    .041350211,    2.24247539,     2.2838256,     .209001406,     1.88748242,     2.09648383,  .250351617,  4.12995781,4.38030942,.001208476                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        947,2022-10-09 04:00:33,2022-10-09 05:00:48,        3615,         2,      7230,         .045062,      6.2326E-06,      .000012465,        27.85064,      .003852094,      .007704188,  27.895702, .003858327, .007716653,      35.06, .004849239, .009698479,            .779731438,               .03125,             .015625,                .765625,           .007591248,1.59982269,.242176056,1.84199874,    6.4834E-06,    .034543568,    .034550052,     .002770574,     .014083301,     .016853875,  .002777057,  .048626869,.051403927,.051403927,    .000829876,    2.21189488,    2.21272476,     .186998617,     1.86058091,     2.04757953,  .187828492,   4.0724758,4.26030429,.001220621                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        946,2022-10-09 03:00:18,2022-10-09 04:00:33,        3615,         2,      7230,          .06253,      8.6487E-06,      .000017297,       38.561862,      .005333591,      .010667182,  38.624392,  .00534224, .010684479,      49.83, .006892116, .013784232,            .779555961,               .03125,             .015625,                .765625,           .007591248,1.59964721,.239789009,1.83943622,    .000025934,    .034651625,    .034677559,     .002949948,     .014111801,     .017061749,  .002975882,  .048763426,.051739308,.051739308,    .003319502,    2.21881051,    2.22213001,     .205809129,     1.86777317,      2.0735823,  .209128631,  4.08658368,4.29571231,.001222936                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        945,2022-10-09 02:00:02,2022-10-09 03:00:18,        3616,         2,      7232,         .460331,      .000063652,      .000127304,       24.749095,      .003422165,      .006844329,  25.209426, .003485817, .006971633,      34.66, .004792588, .009585177,             .77913142,               .03125,             .015625,                .765625,           .007591248,1.59922267,.238127708,1.83735038,    .000512047,    .034585868,    .035097916,     .002977219,     .014141387,     .017118606,  .003489266,  .048727255,.052216521,.052216521,    .064159292,    2.21460177,    2.27876106,     .206028761,     1.86974558,     2.07577434,  .270188053,  4.08434735, 4.3545354,.001214721                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        944,2022-10-09 01:00:47,2022-10-09 02:00:02,        3555,         2,      7110,       17.876771,      .002514314,      .005028628,       11.610943,      .001633044,      .003266088,  29.487714, .004147358, .008294716,      40.03, .005630098, .011260197,            .780400619,               .03125,             .015625,                .765625,           .007591248,1.60049187, .23062706,1.83111893,     .00499077,    .035315577,    .040306347,     .012473629,     .019741671,       .0322153,  .017464399,  .055057248,.072521646,.072521646,    .520112518,    2.26132208,     2.7814346,     .787060478,     2.36962025,     3.15668073,    1.307173,  4.63094233,5.93811533, .00599274                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        943,2022-10-09 00:00:32,2022-10-09 01:00:47,        3615,         2,      7230,       19.727372,      .002728544,      .005457088,       28.720962,      .003972471,      .007944941,  48.448334, .006701014, .013402029,      58.41, .008078838, .016157676,            .781261459,               .03125,             .015625,                .765625,           .007591248,1.60135271,.245336533,1.84668924,    .003550743,    .035477178,    .039027922,     .014656812,     .021524896,     .036181708,  .018207555,  .057002075, .07520963, .07520963,    .338312586,    2.27164592,    2.60995851,     .947994467,     2.44896266,     3.39695712,  1.28630705,  4.72060858,6.00691563,.007639541                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        942,2022-10-08 23:00:17,2022-10-09 00:00:32,        3615,         2,      7230,         37.9547,      .005249613,      .010499225,       45.029524,       .00622815,        .0124563,  82.984224, .011477763, .022955525,      94.29, .013041494, .026082988,             .77149687,               .03125,             .015625,                .765625,           .007591248,1.59158812,.261198997,1.85278711,    .084333938,     .16529232,    .249626259,     .101711618,     .174519148,     .276230766,  .186045557,  .339811468,.525857025,.525857025,    2.34356846,    2.44121715,    4.78478562,     2.38340249,     3.25670816,     5.64011065,  4.72697095,  5.69792531,10.4248963,.029714232                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        941,2022-10-08 22:00:01,2022-10-08 23:00:17,        3616,         2,      7232,       23.383579,      .003233349,      .006466698,       24.637356,      .003406714,      .006813428,  48.020935, .006640063, .013280126,      60.53, .008369746, .016739491,            .762168936,               .03125,             .015625,                .765625,           .007591248,1.58226018,.233380318, 1.8156405,     .00322136,     .03531613,     .03853749,     .012548396,     .019652645,     .032201041,  .015769756,  .054968775,.070738531,.070738531,    .313053097,     2.2613385,    2.57439159,     .858683628,     2.34679204,     3.20547566,  1.17173673,  4.60813053,5.77986726,.005943241                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        940,2022-10-08 21:00:47,2022-10-08 22:00:01,        3554,         2,      7108,       20.491818,      .002882923,      .005765846,       10.691386,      .001504134,      .003008268,  31.183204, .004387057, .008774115,      41.28, .005807541, .011615082,             .76266852,               .03125,             .015625,                .765625,           .007591248,1.58275977,.227290154,1.81004992,    .003299539,    .035351892,    .038651431,     .015464529,      .02355277,     .039017299,  .018764069,  .058904662, .07766873, .07766873,     .31035453,     2.2636466,    2.57400113,     .971299944,     2.36831739,     3.33961733,  1.28165447,  4.63196398,5.91361846,.009528382                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        939,2022-10-08 20:00:31,2022-10-08 21:00:47,        3616,         2,      7232,       16.141182,      .002231911,      .004463822,       25.582543,      .003537409,      .007074818,  41.723725,  .00576932, .011538641,      53.89, .007451604, .014903208,            .762055449,               .03125,             .015625,                .765625,           .007591248, 1.5821467,.244373322,1.82652002,    .003098209,    .035126002,    .038224212,     .010776756,     .017629438,     .028406194,  .013874965,   .05275544,.066630406,.066630406,     .30199115,    2.24917035,     2.5511615,     .753595133,     2.24363938,     2.99723451,  1.05558628,  4.49280973,5.54839602,.004263834                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        938,2022-10-08 19:00:16,2022-10-08 20:00:31,        3615,         2,      7230,       31.380874,       .00434037,       .00868074,       41.285286,      .005710275,      .011420549,   72.66616, .010050645, .020101289,      84.27, .011655602, .023311203,            .763755493,               .03125,             .015625,                .765625,           .007591248,1.58384674,.237957954,1.82180469,    .017917963,    .035762448,    .053680411,     .024587223,     .031542293,     .056129517,  .042505187,  .067304742,.109809928,.109809928,    1.19363762,    2.29017981,    3.48381743,     1.26279391,     2.56625173,     3.82904564,  2.45643154,  4.85643154,7.31286307,.014212556                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        937,2022-10-08 18:00:01,2022-10-08 19:00:16,        3615,         2,      7230,       17.894315,      .002475009,      .004950018,       25.837745,      .003573685,      .007147371,   43.73206, .006048694, .012097389,      54.72, .007568465, .015136929,            .761189416,               .03125,             .015625,                .765625,           .007591248,1.58128066,.233868599,1.81514926,    .007157676,    .035274032,    .042431708,     .012257953,     .019511124,     .031769077,  .019415629,  .054785156,.074200786,.074200786,    .562932227,    2.25864454,    2.82157676,     .841493776,      2.3219917,     3.16348548,    1.404426,  4.58063624,5.98506224,.005689849                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        936,2022-10-08 17:00:46,2022-10-08 18:00:01,        3555,         2,      7110,       21.677079,      .003048816,      .006097631,       11.578283,       .00162845,      .003256901,  33.255362, .004677266, .009354532,      43.33, .006094233, .012188467,            .770425461,               .03125,             .015625,                .765625,           .007591248,1.59051671,.230091095, 1.8206078,    .003498594,    .035443038,    .038941632,      .01668205,     .024207213,     .040889262,  .020180643,  .059650251,.079830894,.079830894,     .32883263,    2.26947961,    2.59831224,     1.02109705,     2.43206751,     3.45316456,  1.34992968,  4.70154712,6.05147679, .01015391                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        935,2022-10-08 16:00:30,2022-10-08 17:00:46,        3616,         2,      7232,        20.13891,      .002784694,      .005569389,       24.335861,      .003365025,       .00673005,  44.474771, .006149719, .012299439,      56.64, .007831858, .015663717,            .759816483,               .03125,             .015625,                .765625,           .007591248,1.57990773,.242115021,1.82202275,    .003500069,    .035264277,    .038764346,     .013112296,     .019971054,      .03308335,  .016612365,  .055235331,.071847696,.071847696,    .328816372,    2.25801991,    2.58683628,     .856747788,     2.32024336,     3.17699115,  1.18556416,  4.57826327,5.76382743,.006285793                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        934,2022-10-08 15:00:15,2022-10-08 16:00:30,        3615,         2,      7230,       17.538943,      .002425857,      .004851713,       39.117125,      .005410391,      .010820781,  56.656068, .007836247, .015672495,      69.62, .009629322, .019258645,            .758684337,               .03125,             .015625,                .765625,           .007591248,1.57877558,.257482529,1.83625811,    .003194156,    .035542012,    .038736169,     .012984094,     .022381516,      .03536561,   .01617825,  .057923528,.074101779,.074101779,    .308437068,    2.27607192,    2.58450899,     .846473029,      2.3615491,     3.20802213,   1.1549101,  4.63762102,5.79253112,.005574702                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        933,2022-10-08 14:01:00,2022-10-08 15:00:15,        3555,         2,      7110,       24.233771,      .003408407,      .006816813,        10.64403,      .001497051,      .002994101,  34.877801, .004905457, .009810914,      45.12, .006345992, .012691983,            .768210247,               .03125,             .015625,                .765625,           .007591248,1.58830149,.232708931,1.82101043,    .012781294,    .035539733,    .048321027,     .019187324,     .024306517,     .043493841,  .031968618,   .05984625,.091814868,.091814868,    1.07651195,    2.27566807,    3.35218003,     1.13136428,     2.35611814,     3.48748242,  2.20787623,  4.63178622,6.83966245,.010000942                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        932,2022-10-08 13:00:45,2022-10-08 14:01:00,        3615,         2,      7230,       21.992727,      .003041871,      .006083742,       28.018837,      .003875358,      .007750716,  50.011564, .006917229, .013834458,      61.33, .008482711, .016965422,            .776309706,               .03125,             .015625,                .765625,           .007591248,1.59640095,.245511055,1.84191201,    .003624222,    .035425311,    .039049533,     .013561117,     .024340179,     .037901296,  .017185339,   .05976549,.076950829,.076950829,    .338589212,    2.26860304,    2.60719225,      .92835408,     2.41687414,     3.34522822,  1.26694329,  4.68547718,5.95242047, .00776882                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        931,2022-10-08 12:00:30,2022-10-08 13:00:45,        3615,         2,      7230,       18.303906,      .002531661,      .005063321,       24.776408,      .003426889,      .006853778,  43.080314,  .00595855, .011917099,      56.01, .007746888, .015493776,            .774575442,               .03125,             .015625,                .765625,           .007591248,1.59466669,.247754097,1.84242079,    .003142289,      .0354037,    .038545989,     .014738935,       .0189599,     .033698835,  .017881224,    .0543636,.072244824,.072244824,    .300138313,    2.26694329,     2.5670816,     .946887967,     2.30926694,     3.25615491,  1.24702628,  4.57621024,5.82323651,.005036138                                             
